,rank,id,form_id,name,form,alias,move,move_rate,nature,nature_rate,ability,ability_rate,item,item_rate,terastal,terastal_rate
0466-000,9999,466,0,エレキブル,,エレキブル,"['サンダーダイブ', 'じしん', 'れいとうパンチ', 'はたきおとす', 'テラバースト', 'かわらわり', 'ビルドアップ', 'かみなりパンチ', 'くさわけ', 'ボルトチェンジ']","[77.1, 70.0, 58.0, 40.9, 38.6, 13.9, 12.8, 10.8, 9.8, 9.8]","['ようき', 'いじっぱり', 'しんちょう', 'さみしがり', 'おくびょう', 'すなお', 'わんぱく', 'せっかち', 'なまいき', 'ひかえめ']","[47.3, 39.4, 5.6, 2.2, 1.7, 0.7, 0.7, 0.4, 0.4, 0.4]","['でんきエンジン', 'やるき']","[95.8, 4.2]","['とつげきチョッキ', 'いのちのたま', 'こだわりハチマキ', 'ふうせん', 'こだわりスカーフ', 'きあいのタスキ', 'たつじんのおび', 'オボンのみ', 'パンチグローブ', 'とくせいガード']","[32.6, 14.9, 8.0, 7.5, 6.9, 5.8, 5.1, 2.8, 2.3, 2.2]","['フェアリー', 'ひこう', 'みず', 'ステラ', 'でんき', 'じめん', 'はがね', 'あく', 'ゴースト', 'ノーマル']","[58.3, 18.4, 3.9, 3.9, 3.4, 3.4, 2.8, 2.6, 0.9, 0.8]"
0467-000,9999,467,0,ブーバーン,,ブーバーン,"['１０まんボルト', 'ねっさのだいち', 'かえんほうしゃ', 'テラバースト', 'だいもんじ', 'アシッドボム', 'きあいだま', 'オーバーヒート', 'サイコキネシス', 'クリアスモッグ']","[73.2, 49.2, 41.0, 33.3, 28.8, 23.8, 23.2, 20.2, 18.2, 14.6]","['ひかえめ', 'れいせい', 'おくびょう', 'のんき', 'いじっぱり', 'おっとり', 'てれや', 'ようき', 'なまいき', 'ゆうかん']","[54.7, 15.7, 11.9, 4.7, 3.8, 3.4, 2.5, 1.3, 0.8, 0.8]","['やるき', 'ほのおのからだ']","[62.7, 37.3]","['とつげきチョッキ', 'イバンのみ', 'いのちのたま', 'きゅうこん', 'せんせいのツメ', 'オボンのみ', 'こだわりスカーフ', 'のどスプレー', 'パワフルハーブ', 'しろいハーブ']","[22.9, 11.9, 11.4, 8.1, 8.1, 6.8, 5.5, 4.7, 4.7, 4.2]","['くさ', 'どく', 'ひこう', 'みず', 'フェアリー', 'ほのお', 'ドラゴン', 'こおり', 'じめん', 'ノーマル']","[27.8, 18.5, 16.7, 9.3, 7.4, 5.6, 5.6, 3.7, 1.9, 1.9]"
0469-000,9999,469,0,メガヤンマ,,メガヤンマ,"['エアスラッシュ', 'むしのさざめき', 'テラバースト', 'みきり', 'まもる', 'シャドーボール', 'ギガドレイン', 'さいみんじゅつ', 'フェイント', 'サイコノイズ']","[93.6, 91.0, 43.4, 43.0, 37.2, 33.5, 11.3, 9.2, 7.3, 6.3]","['ひかえめ', 'おくびょう', 'うっかりや', 'むじゃき', 'てれや', 'せっかち', 'すなお', 'ずぶとい', 'なまいき', 'きまぐれ']","[57.9, 27.6, 5.3, 1.9, 1.5, 1.3, 1.0, 0.9, 0.7, 0.6]","['かそく', 'いろめがね', 'おみとおし']","[92.7, 5.9, 1.5]","['いのちのたま', 'きあいのタスキ', 'のどスプレー', 'メトロノーム', 'こだわりメガネ', 'こだわりスカーフ', 'たべのこし', 'こうかくレンズ', 'ものしりメガネ', 'するどいキバ']","[47.1, 17.8, 14.4, 3.6, 2.8, 2.4, 1.6, 1.5, 1.5, 1.3]","['じめん', 'ゴースト', 'ひこう', 'いわ', 'むし', 'みず', 'ステラ', 'フェアリー', 'ほのお', 'くさ']","[46.8, 13.1, 12.0, 7.9, 5.9, 3.9, 2.2, 2.2, 2.2, 1.2]"
0470-000,9999,470,0,リーフィア,,リーフィア,"['テラバースト', 'リーフブレード', 'はたきおとす', 'やどりぎのタネ', 'あまえる', 'こうごうせい', 'つるぎのまい', 'ソーラーブレード', 'くさわけ', 'みがわり']","[56.6, 46.3, 43.6, 43.5, 34.7, 34.4, 25.0, 23.3, 15.6, 11.9]","['わんぱく', 'ようき', 'いじっぱり', 'むじゃき', 'ずぶとい', 'しんちょう', 'きまぐれ', 'がんばりや', 'のんき', 'てれや']","[41.8, 33.0, 14.8, 3.6, 2.0, 1.7, 0.7, 0.6, 0.5, 0.4]","['ようりょくそ', 'リーフガード']","[94.8, 5.2]","['ゴツゴツメット', 'いのちのたま', 'きあいのタスキ', 'たべのこし', 'いかさまダイス', 'クリアチャーム', 'こだわりスカーフ', 'こだわりハチマキ', 'ピントレンズ', 'オボンのみ']","[42.4, 15.2, 8.3, 6.8, 4.6, 3.8, 3.4, 2.6, 1.5, 1.3]","['ほのお', 'いわ', 'フェアリー', 'じめん', 'ステラ', 'みず', 'こおり', 'どく', 'くさ', 'ノーマル']","[54.0, 14.6, 11.5, 4.9, 3.8, 3.1, 2.3, 1.5, 1.2, 1.2]"
0471-000,9999,471,0,グレイシア,,グレイシア,"['フリーズドライ', 'ミラーコート', 'こおりのつぶて', 'テラバースト', 'シャドーボール', 'ふぶき', 'あくび', 'めいそう', 'れいとうビーム', 'みわくのボイス']","[97.9, 62.6, 55.0, 51.0, 28.2, 17.5, 16.2, 14.4, 11.1, 10.0]","['ひかえめ', 'ずぶとい', 'れいせい', 'おくびょう', 'おだやか', 'むじゃき', 'うっかりや', 'せっかち', 'まじめ', 'おっとり']","[75.4, 9.4, 5.0, 4.2, 2.4, 1.9, 0.7, 0.3, 0.3, 0.1]","['ゆきがくれ', 'アイスボディ']","[77.6, 22.4]","['とつげきチョッキ', 'きあいのタスキ', 'ラムのみ', 'たべのこし', 'ひかりのこな', 'ゴツゴツメット', 'オボンのみ', 'とけないこおり', 'こだわりメガネ', 'いのちのたま']","[52.6, 19.8, 5.4, 4.4, 2.9, 2.1, 2.1, 1.9, 1.4, 1.4]","['じめん', 'みず', 'ほのお', 'かくとう', 'どく', 'こおり', 'フェアリー', 'ゴースト', 'くさ', 'ステラ']","[22.9, 19.3, 19.1, 16.4, 4.3, 4.1, 2.9, 2.7, 2.3, 2.1]"
0473-000,9999,473,0,マンムー,,マンムー,"['じしん', 'こおりのつぶて', 'つららばり', 'つららおとし', 'ロックブラスト', 'ステルスロック', 'はたきおとす', 'くさわけ', 'テラバースト', 'がむしゃら']","[97.7, 92.8, 48.8, 29.7, 19.7, 16.8, 16.4, 11.6, 10.3, 9.9]","['いじっぱり', 'ようき', 'わんぱく', 'のんき', 'しんちょう', 'ゆうかん', 'むじゃき', 'ひかえめ', 'やんちゃ', 'きまぐれ']","[73.8, 14.6, 5.2, 1.9, 1.7, 0.6, 0.3, 0.2, 0.2, 0.2]","['あついしぼう', 'どんかん', 'ゆきがくれ']","[65.3, 32.9, 1.8]","['きあいのタスキ', 'とつげきチョッキ', 'いかさまダイス', 'ゴツゴツメット', 'オボンのみ', 'じゃくてんほけん', 'いのちのたま', 'こだわりスカーフ', 'とけないこおり', 'イバンのみ']","[46.5, 23.7, 16.6, 2.2, 2.1, 1.5, 1.5, 1.1, 1.0, 0.9]","['フェアリー', 'くさ', 'じめん', 'ゴースト', 'こおり', 'どく', 'みず', 'ほのお', 'ドラゴン', 'いわ']","[37.8, 16.5, 11.0, 7.6, 5.9, 5.7, 5.7, 3.9, 1.7, 1.0]"
0474-000,9999,474,0,ポリゴンＺ,,ポリゴンＺ,"['れいとうビーム', 'はかいこうせん', 'シャドーボール', 'テラバースト', 'トライアタック', 'トリック', '１０まんボルト', 'ほうでん', 'あくのはどう', 'わるだくみ']","[60.1, 47.9, 46.8, 45.8, 45.6, 35.9, 25.2, 15.3, 10.6, 9.2]","['ひかえめ', 'おくびょう', 'ずぶとい', 'れいせい', 'うっかりや', 'せっかち', 'まじめ', 'てれや', 'すなお', 'むじゃき']","[43.9, 42.3, 4.4, 3.7, 1.8, 1.4, 0.7, 0.5, 0.4, 0.4]","['てきおうりょく', 'ダウンロード', 'アナライズ']","[74.8, 23.4, 1.8]","['こだわりスカーフ', 'こだわりメガネ', 'きあいのタスキ', 'いのちのたま', 'シルクのスカーフ', 'ヨプのみ', 'とつげきチョッキ', 'オボンのみ', 'ノーマルジュエル', 'ものしりメガネ']","[45.7, 18.0, 12.8, 8.4, 4.3, 3.3, 1.8, 0.9, 0.8, 0.8]","['ゴースト', 'フェアリー', 'ノーマル', 'じめん', 'ステラ', 'でんき', 'かくとう', 'エスパー', 'あく', 'ほのお']","[31.7, 21.7, 15.7, 15.2, 7.1, 2.5, 2.2, 1.5, 0.8, 0.8]"
0476-000,9999,476,0,ダイノーズ,,ダイノーズ,"['ステルスロック', 'でんじは', 'ボルトチェンジ', 'ボディプレス', 'ラスターカノン', 'ヘビーボンバー', 'てっぺき', 'いたみわけ', 'だいちのちから', 'パワージェム']","[54.3, 53.2, 42.3, 41.8, 28.8, 21.7, 20.8, 19.4, 14.2, 14.2]","['ずぶとい', 'のんき', 'ひかえめ', 'おだやか', 'わんぱく', 'れいせい', 'しんちょう', 'なまいき', 'てれや', 'ようき']","[26.2, 19.1, 16.7, 14.0, 7.1, 5.6, 4.4, 2.9, 2.0, 1.1]","['がんじょう', 'じりょく', 'すなのちから']","[89.6, 7.3, 3.1]","['イバンのみ', 'たべのこし', 'とつげきチョッキ', 'オボンのみ', 'レッドカード', 'ゴツゴツメット', 'タラプのみ', 'フィラのみ', 'ふうせん', 'ジャポのみ']","[38.7, 19.1, 11.8, 6.0, 6.0, 5.1, 3.1, 2.2, 2.0, 1.8]","['ゴースト', 'かくとう', 'ひこう', 'みず', 'むし', 'フェアリー', 'じめん', 'でんき', 'いわ', 'ほのお']","[16.1, 12.9, 12.9, 12.9, 12.9, 11.3, 6.5, 4.8, 3.2, 3.2]"
0477-000,9999,477,0,ヨノワール,,ヨノワール,"['ポルターガイスト', 'かげうち', 'トリックルーム', 'みちづれ', 'のろい', 'おにび', 'じしん', 'れいとうパンチ', 'トリック', 'いたみわけ']","[64.5, 51.5, 33.2, 27.1, 27.0, 23.4, 22.9, 21.1, 20.9, 13.9]","['いじっぱり', 'ゆうかん', 'しんちょう', 'わんぱく', 'のんき', 'なまいき', 'ずぶとい', 'おだやか', 'おとなしい', 'てれや']","[43.5, 16.2, 13.1, 10.2, 5.4, 4.3, 2.8, 2.5, 0.7, 0.4]","['おみとおし', 'プレッシャー']","[84.3, 15.7]","['こうこうのしっぽ', 'きあいのタスキ', 'たべのこし', 'メンタルハーブ', 'とつげきチョッキ', 'じゃくてんほけん', 'オボンのみ', 'こだわりハチマキ', 'いのちのたま', 'のろいのおふだ']","[19.0, 14.3, 9.3, 8.5, 7.5, 5.7, 4.9, 4.6, 4.4, 2.3]","['ノーマル', 'ゴースト', 'じめん', 'かくとう', 'あく', 'こおり', 'むし', 'フェアリー', 'ほのお', 'みず']","[30.1, 22.3, 13.9, 9.6, 5.4, 4.2, 3.6, 3.6, 3.0, 1.8]"
0478-000,9999,478,0,ユキメノコ,,ユキメノコ,"['みちづれ', 'でんじは', 'おにび', 'ちょうはつ', 'ゆきなだれ', 'こごえるかぜ', 'シャドーボール', 'たたりめ', 'れいとうビーム', 'トリプルアクセル']","[82.2, 37.2, 35.5, 31.7, 27.4, 21.1, 17.6, 17.4, 16.0, 15.3]","['おくびょう', 'ようき', 'むじゃき', 'せっかち', 'いじっぱり', 'ひかえめ', 'しんちょう', 'ずぶとい', 'おっとり', 'わんぱく']","[40.8, 28.3, 11.0, 6.6, 5.8, 4.6, 1.2, 1.0, 0.2, 0.2]","['のろわれボディ', 'ゆきがくれ']","[84.5, 15.5]","['きあいのタスキ', 'こだわりスカーフ', 'ひかりのねんど', 'のろいのおふだ', 'イバンのみ', 'リリバのみ', 'こだわりハチマキ', 'ひかりのこな', 'こうかくレンズ', 'メンタルハーブ']","[64.2, 22.8, 2.7, 1.8, 1.6, 1.2, 0.9, 0.9, 0.8, 0.8]","['ノーマル', 'こおり', 'フェアリー', 'あく', 'ゴースト', 'じめん', 'どく', 'かくとう', 'はがね']","[30.6, 25.8, 14.5, 8.1, 8.1, 6.5, 3.2, 1.6, 1.6]"
0479-000,9999,479,0,ロトム,ロトムのすがた,ロトム,"['トリック', 'でんじは', '１０まんボルト', 'ボルトチェンジ', 'イカサマ', 'たたりめ', 'ほうでん', 'おにび', 'シャドーボール', 'エレキフィールド']","[70.6, 58.3, 41.1, 36.8, 35.0, 33.1, 25.2, 23.3, 22.7, 17.8]","['ひかえめ', 'ずぶとい', 'おくびょう', 'わんぱく']","[54.5, 22.7, 15.9, 6.8]",['ふゆう'],[100.0],"['こだわりスカーフ', 'きあいのタスキ', 'たべのこし', 'こうこうのしっぽ', 'ひかりのこな', 'あつぞこブーツ', 'かえんだま', 'じしゃく']","[62.5, 11.4, 10.2, 5.7, 4.5, 3.4, 1.1, 1.1]","['ノーマル', 'はがね', 'ゴースト']","[33.3, 33.3, 33.3]"
0480-000,9999,480,0,ユクシー,,ユクシー,"['ステルスロック', 'あくび', 'とんぼがえり', 'アンコール', 'おきみやげ', 'でんじは', 'しんぴのちから', 'トリックルーム', 'ドレインキッス', 'はたきおとす']","[70.7, 67.6, 35.5, 34.2, 32.0, 15.5, 14.2, 13.7, 10.6, 10.4]","['ずぶとい', 'おだやか', 'わんぱく', 'おくびょう', 'しんちょう', 'ようき', 'ひかえめ', 'のんき', 'なまいき', 'てれや']","[28.7, 20.0, 15.7, 8.6, 7.2, 5.2, 3.1, 3.0, 2.8, 1.8]",['ふゆう'],[100.0],"['メンタルハーブ', 'オボンのみ', 'たべのこし', 'ひかりのねんど', 'ゴツゴツメット', 'こだわりスカーフ', 'じゃくてんほけん', 'こうこうのしっぽ', 'きあいのタスキ', 'こうかくレンズ']","[28.3, 22.4, 10.2, 6.3, 6.2, 4.6, 3.1, 2.3, 2.0, 1.9]","['フェアリー', 'はがね', 'でんき', 'あく', 'ノーマル', 'どく', 'じめん', 'ほのお', 'くさ', 'エスパー']","[26.9, 17.8, 16.7, 12.9, 12.9, 4.7, 2.0, 1.8, 1.5, 1.2]"
0481-000,9999,481,0,エムリット,,エムリット,"['しんぴのちから', 'アンコール', 'れいとうビーム', 'ドレインキッス', 'いたみわけ', 'トリックルーム', 'とんぼがえり', 'いやしのねがい', 'はたきおとす', 'サイコノイズ']","[52.9, 49.0, 26.7, 23.2, 21.3, 20.8, 16.5, 16.5, 15.8, 15.7]","['ひかえめ', 'のんき', 'ずぶとい', 'おくびょう', 'れいせい', 'わんぱく', 'まじめ', 'ゆうかん', 'しんちょう', 'いじっぱり']","[35.9, 19.5, 17.8, 14.7, 4.3, 4.0, 1.2, 0.9, 0.4, 0.3]",['ふゆう'],[100.0],"['オボンのみ', 'たべのこし', 'メンタルハーブ', 'きあいのタスキ', 'おんみつマント', 'こだわりスカーフ', 'こうこうのしっぽ', 'いのちのたま', 'ジャポのみ', 'たつじんのおび']","[16.2, 11.1, 10.6, 9.0, 8.8, 7.5, 6.6, 4.3, 4.2, 3.6]","['はがね', 'ノーマル', 'でんき', 'どく', 'ほのお', 'フェアリー', 'ドラゴン', 'いわ']","[41.2, 15.7, 14.7, 10.8, 8.8, 5.9, 2.0, 1.0]"
0482-000,9999,482,0,アグノム,,アグノム,"['はたきおとす', 'だいばくはつ', 'ステルスロック', 'とんぼがえり', 'トリック', 'アンコール', 'しんぴのちから', 'ちょうはつ', 'かえんほうしゃ', 'テラバースト']","[40.1, 37.8, 28.1, 24.1, 22.9, 19.4, 18.8, 16.1, 14.3, 13.2]","['ようき', 'いじっぱり', 'むじゃき', 'ひかえめ', 'せっかち', 'おくびょう', 'のんき', 'わんぱく', 'やんちゃ', 'ゆうかん']","[28.3, 17.8, 17.5, 10.1, 9.9, 8.6, 2.5, 1.2, 1.1, 1.0]",['ふゆう'],[100.0],"['きあいのタスキ', 'こだわりスカーフ', 'いのちのたま', 'たべのこし', 'せいれいプレート', 'こだわりハチマキ', 'こだわりメガネ', 'ラムのみ', 'ノーマルジュエル', 'おんみつマント']","[32.4, 24.1, 6.5, 5.2, 5.1, 5.1, 4.6, 3.6, 2.4, 1.6]","['ノーマル', 'フェアリー', 'はがね', 'いわ', 'エスパー', 'かくとう', 'あく', 'でんき', 'ステラ', 'ひこう']","[33.7, 24.9, 22.0, 4.9, 3.9, 2.9, 2.0, 2.0, 2.0, 1.5]"
0483-000,9999,483,0,ディアルガ,,ディアルガ,"['ラスターカノン', 'りゅうせいぐん', 'だいちのちから', 'てっていこうせん', 'トリックルーム', 'トリック', 'れいとうビーム', 'ときのほうこう', '１０まんボルト', 'パワージェム']","[65.0, 54.0, 51.1, 26.9, 21.8, 18.7, 18.6, 17.1, 14.7, 11.4]","['ひかえめ', 'れいせい', 'おくびょう', 'ずぶとい', 'おだやか', 'のんき', 'わんぱく', 'なまいき', 'いじっぱり', 'しんちょう']","[48.7, 26.9, 8.0, 3.8, 3.0, 2.4, 2.0, 1.7, 1.0, 0.9]","['プレッシャー', 'テレパシー']","[87.4, 12.6]","['とつげきチョッキ', 'こだわりメガネ', 'ヨプのみ', 'こだわりスカーフ', 'たべのこし', 'こんごうだま', 'だっしゅつパック', 'いのちのたま', 'オボンのみ', 'きあいのタスキ']","[27.2, 20.0, 10.6, 8.8, 4.8, 3.8, 3.8, 3.2, 2.9, 1.8]","['ひこう', 'ドラゴン', 'ステラ', 'フェアリー', 'はがね', 'ほのお', 'みず', 'ゴースト', 'じめん', 'あく']","[22.4, 17.8, 14.2, 14.1, 9.1, 6.4, 5.9, 3.1, 2.6, 0.8]"
0484-000,9999,484,0,パルキア,,パルキア,"['あくうせつだん', 'ハイドロポンプ', 'だいちのちから', 'なみのり', 'トリック', 'かえんほうしゃ', 'かみなり', 'ヘビーボンバー', 'テラバースト', '１０まんボルト']","[80.0, 45.9, 37.5, 36.8, 36.0, 16.7, 14.3, 12.9, 12.7, 10.9]","['ひかえめ', 'おくびょう', 'おだやか', 'ずぶとい', 'れいせい', 'ようき', 'むじゃき', 'いじっぱり', 'のんき', 'なまいき']","[54.4, 25.2, 7.1, 5.9, 2.2, 1.2, 1.1, 0.6, 0.5, 0.4]","['プレッシャー', 'テレパシー']","[74.4, 25.6]","['こだわりスカーフ', 'とつげきチョッキ', 'たべのこし', 'こだわりメガネ', 'しらたま', 'だっしゅつパック', 'いのちのたま', 'のどスプレー', 'いかさまダイス', 'ロゼルのみ']","[41.4, 20.1, 9.6, 8.5, 6.8, 3.2, 3.0, 1.2, 0.9, 0.8]","['みず', 'フェアリー', 'はがね', 'じめん', 'ほのお', 'どく', 'でんき', 'ドラゴン', 'ステラ', 'ノーマル']","[25.6, 21.7, 16.3, 12.7, 8.4, 5.5, 4.8, 2.9, 2.1, 0.1]"
0486-000,9999,486,0,レジギガス,,レジギガス,"['はたきおとす', 'まもる', 'でんじは', 'だいちのちから', 'みがわり', 'にぎりつぶす', 'あやしいひかり', 'がんせきふうじ', 'ヘビーボンバー', 'ドレインパンチ']","[54.4, 39.3, 29.5, 26.7, 18.9, 18.2, 18.2, 16.9, 16.3, 15.5]","['いじっぱり', 'れいせい', 'ようき', 'わんぱく', 'ひかえめ', 'のんき', 'しんちょう', 'なまいき', 'がんばりや', 'てれや']","[41.4, 16.0, 10.1, 9.3, 6.7, 6.2, 3.2, 2.3, 1.6, 0.9]",['スロースタート'],[100.0],"['たべのこし', 'ひかりのこな', 'とつげきチョッキ', 'オボンのみ', 'カゴのみ', 'こだわりメガネ', 'ラムのみ', 'パンチグローブ', 'かいがらのすず', 'いのちのたま']","[43.6, 8.3, 6.9, 6.4, 5.8, 4.2, 3.4, 2.5, 2.3, 1.9]","['ノーマル', 'くさ', 'かくとう', 'フェアリー', 'はがね', 'ゴースト', 'じめん', 'ステラ', 'どく', 'ほのお']","[25.0, 20.2, 13.1, 10.7, 7.1, 6.0, 6.0, 3.6, 3.6, 2.4]"
0487-000,9999,487,0,ギラティナ,アナザーフォルム,ギラティナ(アナザー),"['たたりめ', 'おにび', 'でんじは', 'みがわり', 'めいそう', 'まもる', 'かげうち', 'はどうだん', 'ねむる', 'いたみわけ']","[60.9, 57.3, 39.6, 39.0, 23.3, 20.5, 14.7, 13.2, 12.6, 11.4]","['ずぶとい', 'いじっぱり', 'おだやか', 'わんぱく', 'しんちょう', 'ひかえめ', 'のんき', 'なまいき', 'ようき', 'ゆうかん']","[53.9, 8.4, 8.2, 7.3, 5.5, 4.2, 3.1, 1.8, 1.7, 1.5]","['プレッシャー', 'テレパシー']","[99.2, 0.8]","['たべのこし', 'じゃくてんほけん', 'カゴのみ', 'はっきんだま', 'とつげきチョッキ', 'オボンのみ', 'ラムのみ', 'おんみつマント', 'イバンのみ', 'ゴツゴツメット']","[79.7, 5.1, 3.7, 3.2, 2.8, 1.3, 0.8, 0.6, 0.4, 0.4]","['フェアリー', 'ゴースト', 'はがね', 'どく', 'ノーマル', 'みず', 'ほのお', 'でんき', 'じめん', 'かくとう']","[48.9, 14.0, 10.1, 10.0, 9.3, 2.8, 2.6, 1.8, 0.3, 0.2]"
0495-000,9999,495,0,ツタージャ,,ツタージャ,"['へびにらみ', 'リーフストーム', 'ミラーコート', 'テラバースト', 'ちょうはつ', 'いえき', 'ひかりのかべ', 'リフレクター', 'にほんばれ', 'はたきおとす']","[99.2, 97.5, 91.6, 51.3, 29.4, 8.4, 5.9, 5.9, 3.4, 1.7]","['おくびょう', 'ずぶとい']","[96.6, 3.4]",['あまのじゃく'],[100.0],"['きあいのタスキ', 'イバンのみ', 'しんかのきせき']","[94.8, 3.4, 1.7]","['フェアリー', 'みず']","[83.3, 16.7]"
0496-000,9999,496,0,ジャノビー,,ジャノビー,"['リーフストーム', 'ギガドレイン', 'へびにらみ', 'やどりぎのタネ', 'いえき', 'テラバースト', 'こうごうせい', 'はたきおとす']","[96.4, 81.8, 69.1, 67.3, 40.0, 34.5, 7.3, 3.6]","['ひかえめ', 'ずぶとい', 'おくびょう']","[82.4, 11.8, 5.9]",['あまのじゃく'],[100.0],['しんかのきせき'],[100.0],"['くさ', 'ほのお']","[75.0, 25.0]"
0498-000,9999,498,0,ポカブ,,ポカブ,"['あくび', 'がむしゃら', 'ふいうち', 'ニトロチャージ', 'どろかけ', 'おにび', 'ほえる', 'フレアドライブ', 'かえんほうしゃ', 'もろはのずつき']","[97.1, 97.1, 79.4, 79.4, 17.6, 17.6, 2.9, 2.9, 2.9, 2.9]","['いじっぱり', 'のんき']","[71.4, 28.6]",['もうか'],[100.0],['きあいのタスキ'],[100.0],['あく'],[100.0]
0499-000,9999,499,0,チャオブー,,チャオブー,"['ドレインパンチ', 'ビルドアップ', 'あくび', 'やけっぱち', 'ふいうち', 'おにび', 'がむしゃら', 'ほのおのうず', 'ヘビーボンバー', 'ジャイロボール']","[66.4, 54.6, 54.4, 48.4, 48.2, 24.3, 22.5, 15.7, 13.8, 12.9]","['わんぱく', 'しんちょう', 'ゆうかん', 'いじっぱり', 'なまいき', 'のんき', 'ずぶとい']","[34.4, 25.9, 12.7, 11.3, 6.6, 6.1, 2.8]","['あついしぼう', 'もうか']","[99.1, 0.9]",['しんかのきせき'],[100.0],"['フェアリー', 'くさ', 'あく', 'ドラゴン', 'みず']","[48.3, 34.5, 6.9, 6.9, 3.4]"
0500-000,9999,500,0,エンブオー,,エンブオー,"['フレアドライブ', 'もろはのずつき', 'ふいうち', 'ワイルドボルト', 'ドレインパンチ', 'インファイト', 'あくび', 'アームハンマー', 'どくづき', 'やけっぱち']","[87.5, 54.3, 51.5, 47.8, 36.4, 33.2, 13.1, 11.8, 8.1, 8.0]","['いじっぱり', 'ゆうかん', 'ようき', 'わんぱく', 'のうてんき', 'すなお', 'なまいき', 'おっとり', 'むじゃき', 'れいせい']","[52.3, 26.5, 14.6, 4.1, 0.8, 0.4, 0.4, 0.3, 0.2, 0.2]","['すてみ', 'もうか']","[90.4, 9.6]","['いのちのたま', 'とつげきチョッキ', 'こだわりハチマキ', 'こだわりスカーフ', 'オボンのみ', 'たべのこし', 'ぼうじんゴーグル', 'ものまねハーブ', 'パンチグローブ', 'きあいのタスキ']","[26.2, 24.5, 13.4, 9.3, 7.2, 3.2, 2.1, 2.0, 1.8, 1.5]","['ほのお', 'でんき', 'ステラ', 'くさ', 'みず', 'あく', 'じめん', 'どく', 'フェアリー', 'いわ']","[32.6, 12.9, 12.4, 11.2, 9.0, 5.6, 4.5, 3.4, 2.2, 2.2]"
0501-000,9999,501,0,ミジュマル,,ミジュマル,"['アンコール', 'クイックターン', 'なげつける', 'ハイドロポンプ', 'こごえるかぜ', 'アクアジェット', 'はたきおとす', 'アクアテール', 'かたきうち', 'つるぎのまい']","[93.5, 93.5, 51.6, 48.4, 41.9, 35.5, 16.1, 6.5, 6.5, 6.5]","['ようき', 'わんぱく', 'ひかえめ']","[66.7, 16.7, 16.7]",['シェルアーマー'],[100.0],"['でんきだま', 'しんかのきせき']","[83.3, 16.7]",[],[]
0502-000,9999,502,0,フタチマル,,フタチマル,"['つるぎのまい', 'アンコール', 'うずしお', 'アクアジェット', 'せいなるつるぎ', 'アクアカッター', 'クイックターン', 'つじぎり', 'ちょうはつ']","[66.7, 66.7, 66.7, 33.3, 33.3, 33.3, 33.3, 33.3, 33.3]",['わんぱく'],[100.0],['シェルアーマー'],[100.0],['しんかのきせき'],[100.0],[],[]
0503-000,9999,503,0,ダイケンキ,,ダイケンキ,"['れいとうビーム', 'アクアジェット', 'ハイドロポンプ', 'くさむすび', 'しんくうは', 'アンコール', 'なみのり', 'テラバースト', 'せいなるつるぎ', 'エアスラッシュ']","[56.7, 44.2, 36.8, 27.1, 22.5, 21.6, 20.3, 18.9, 15.6, 15.5]","['ひかえめ', 'れいせい', 'いじっぱり', 'ずぶとい', 'おくびょう', 'わんぱく', 'さみしがり', 'のんき', 'おだやか', 'のうてんき']","[30.6, 17.2, 12.9, 10.8, 6.9, 5.6, 3.0, 2.6, 2.6, 2.2]","['シェルアーマー', 'げきりゅう']","[68.1, 31.9]","['ゴツゴツメット', 'とつげきチョッキ', 'オボンのみ', 'とくせいパッチ', 'たつじんのおび', 'するどいツメ', 'こうかくレンズ', 'きあいのタスキ', 'しんぴのしずく', 'きせきのタネ']","[16.8, 16.4, 12.1, 10.8, 10.8, 5.2, 4.7, 4.7, 3.0, 3.0]","['みず', 'くさ', 'かくとう', 'むし', 'じめん', 'フェアリー', 'でんき', 'はがね', 'ひこう']","[31.3, 18.8, 15.6, 9.4, 9.4, 6.3, 3.1, 3.1, 3.1]"
0522-000,9999,522,0,シママ,,シママ,"['でんじは', 'でんげきは', 'ニトロチャージ', 'じゅうでん', 'エレキネット', 'あまごい', 'サンダーダイブ']","[100.0, 78.6, 78.6, 78.6, 21.4, 21.4, 21.4]",['ゆうかん'],[100.0],['ひらいしん'],[100.0],['かわらずのいし'],[100.0],[],[]
