,rank,id,form_id,name,form,alias,move,move_rate,nature,nature_rate,ability,ability_rate,item,item_rate,terastal,terastal_rate
0179-000,9999,179,0,メリープ,,メリープ,"['わたほうし', 'エレキネット', 'でんじは', 'ほうでん', 'マジカルシャイン', 'ねむる', 'ねごと', 'コットンガード', 'かみなり', 'ひかりのかべ']","[91.7, 91.7, 91.7, 91.7, 5.6, 5.6, 5.6, 5.6, 2.8, 2.8]","['ひかえめ', 'ずぶとい']","[83.3, 16.7]",['せいでんき'],[100.0],"['きあいのタスキ', 'ゴツゴツメット']","[83.3, 16.7]",[],[]
0180-000,9999,180,0,モココ,,モココ,"['でんじは', 'ほえる', 'ボルトチェンジ', 'マジカルシャイン']","[100.0, 100.0, 100.0, 100.0]",['ずぶとい'],[100.0],['せいでんき'],[100.0],['しんかのきせき'],[100.0],[],[]
0181-000,9999,181,0,デンリュウ,,デンリュウ,"['マジカルシャイン', 'きあいだま', '１０まんボルト', 'コットンガード', 'テラバースト', 'ボルトチェンジ', 'ほうでん', 'パワージェム', 'メテオビーム', 'かみなり']","[51.7, 43.5, 42.6, 39.4, 36.0, 30.2, 27.3, 16.0, 15.8, 14.8]","['ひかえめ', 'ずぶとい', 'おだやか', 'のんき', 'おくびょう', 'まじめ', 'いじっぱり', 'なまいき', 'れいせい']","[62.3, 18.2, 11.7, 2.3, 2.3, 2.3, 0.3, 0.3, 0.3]","['せいでんき', 'プラス']","[93.8, 6.2]","['とつげきチョッキ', 'ゴツゴツメット', 'オボンのみ', 'パワフルハーブ', 'カゴのみ', 'たべのこし', 'おんみつマント', 'きあいのタスキ', 'ラムのみ', 'ひかりのねんど']","[15.6, 13.3, 12.7, 10.4, 8.8, 7.1, 5.2, 4.2, 4.2, 3.6]","['ひこう', 'フェアリー', 'こおり', 'でんき', 'ほのお', 'くさ', 'みず', 'ステラ', 'かくとう']","[29.8, 21.1, 19.3, 8.8, 7.0, 5.3, 5.3, 1.8, 1.8]"
0182-000,9999,182,0,キレイハナ,,キレイハナ,"['ちょうのまい', 'バトンタッチ', 'ちからをすいとる', 'ねをはる', 'ギガドレイン', 'ムーンフォース', 'テラバースト', 'みがわり', 'なげつける', 'ねむりごな']","[96.7, 74.1, 62.2, 51.4, 26.6, 21.7, 17.5, 17.0, 9.5, 7.1]","['ずぶとい', 'おくびょう', 'おだやか', 'ようき', 'ひかえめ', 'すなお', 'まじめ', 'いじっぱり', 'せっかち', 'おとなしい']","[52.4, 23.9, 10.3, 5.2, 5.0, 2.0, 0.4, 0.3, 0.2, 0.2]","['ようりょくそ', 'いやしのこころ']","[91.0, 9.0]","['メンタルハーブ', 'アッキのみ', 'でんきだま', 'オボンのみ', 'たべのこし', 'おんみつマント', 'きあいのタスキ', 'ゴツゴツメット', 'おおきなねっこ', 'リュガのみ']","[25.9, 21.3, 9.5, 8.4, 7.0, 5.1, 5.0, 4.6, 3.2, 2.8]","['ほのお', 'どく', 'フェアリー', 'みず', 'あく', 'じめん', 'いわ', 'ゴースト', 'でんき', 'ドラゴン']","[52.8, 14.3, 11.8, 9.2, 5.7, 2.4, 1.8, 0.7, 0.6, 0.6]"
0183-000,9999,183,0,マリル,,マリル,"['たたきつける', 'とびはねる', 'あまえる', 'アクアテール']","[100.0, 100.0, 100.0, 100.0]",[],[],[],[],[],[],[],[]
0185-000,9999,185,0,ウソッキー,,ウソッキー,"['ふいうち', 'がむしゃら', 'ステルスロック', 'もろはのずつき', 'ウッドハンマー', 'カウンター', 'すなあらし', 'まきびし', 'けたぐり', 'じたばた']","[78.4, 60.0, 53.4, 42.5, 33.4, 31.5, 16.7, 14.2, 9.6, 9.0]","['いじっぱり', 'ようき', 'ゆうかん', 'さみしがり', 'しんちょう', 'のんき', 'せっかち', 'きまぐれ']","[69.0, 10.1, 7.6, 6.3, 4.4, 1.3, 0.6, 0.6]","['がんじょう', 'いしあたま']","[72.2, 27.8]","['イバンのみ', 'こだわりハチマキ', 'とつげきチョッキ', 'じゃくてんほけん', 'でんきだま', 'カゴのみ', 'ラムのみ', 'たつじんのおび', 'きあいのタスキ', 'いのちのたま']","[58.9, 10.8, 9.5, 8.2, 7.0, 2.5, 1.3, 0.6, 0.6, 0.6]","['くさ', 'いわ', 'あく']","[81.0, 9.5, 9.5]"
0187-000,9999,187,0,ハネッコ,,ハネッコ,"['ちからをすいとる', 'バトンタッチ', 'やどりぎのタネ', 'テラバースト', 'おきみやげ', 'おいかぜ', 'にほんばれ', 'つるぎのまい', 'ねむりごな']","[56.9, 56.9, 56.9, 43.1, 43.1, 43.1, 43.1, 43.1, 13.8]","['おくびょう', 'ずぶとい']","[68.0, 32.0]","['ようりょくそ', 'すりぬけ']","[68.0, 32.0]","['きあいのタスキ', 'しんかのきせき']","[68.0, 32.0]",['みず'],[100.0]
0188-000,9999,188,0,ポポッコ,,ポポッコ,"['ちからをすいとる', 'やどりぎのタネ', 'コットンガード', 'バトンタッチ', 'ねむりごな', 'とんぼがえり', 'すりかえ', 'おきみやげ', 'にほんばれ', 'リフレクター']","[88.5, 88.2, 79.1, 46.3, 41.2, 11.1, 10.5, 10.5, 9.5, 5.1]","['ずぶとい', 'おだやか', 'おくびょう', 'わんぱく', 'ようき']","[69.7, 14.1, 7.1, 5.1, 4.0]","['すりぬけ', 'リーフガード']","[94.9, 5.1]","['しんかのきせき', 'こだわりスカーフ']","[96.0, 4.0]","['どく', 'でんき', 'はがね', 'ひこう', 'ほのお']","[52.6, 21.1, 10.5, 10.5, 5.3]"
0189-000,9999,189,0,ワタッコ,,ワタッコ,"['やどりぎのタネ', 'ちからをすいとる', 'アンコール', 'コットンガード', 'バトンタッチ', 'みがわり', 'すりかえ', 'とびはねる', 'ひかりのかべ', 'アクロバット']","[73.5, 56.3, 39.0, 37.8, 31.9, 23.7, 17.7, 12.8, 12.4, 12.0]","['おくびょう', 'ようき', 'ずぶとい', 'おだやか', 'いじっぱり', 'わんぱく', 'しんちょう', 'ひかえめ', 'せっかち', 'うっかりや']","[48.2, 29.3, 8.4, 6.5, 3.8, 2.1, 1.1, 0.3, 0.1, 0.1]","['すりぬけ', 'ようりょくそ', 'リーフガード']","[64.3, 31.6, 4.0]","['こだわりスカーフ', 'メンタルハーブ', 'ゴツゴツメット', 'きあいのタスキ', 'たべのこし', 'ものまねハーブ', 'ひかりのねんど', 'おんみつマント', 'レッドカード', 'こうかくレンズ']","[20.6, 13.8, 13.3, 8.7, 8.1, 6.7, 6.5, 5.5, 4.5, 3.9]","['はがね', 'ほのお', 'フェアリー', 'みず', 'ノーマル', 'ゴースト', 'あく', 'ひこう', 'どく', 'でんき']","[24.1, 20.1, 16.5, 13.8, 8.5, 6.7, 4.5, 3.1, 1.8, 0.4]"
0190-000,9999,190,0,エイパム,,エイパム,"['なげつける', 'ダブルアタック', 'とっておき', 'わるだくみ']","[100.0, 100.0, 100.0, 100.0]",[],[],[],[],[],[],[],[]
0191-000,9999,191,0,ヒマナッツ,,ヒマナッツ,"['アンコール', 'にほんばれ', 'ソーラービーム', 'がむしゃら']","[100.0, 100.0, 100.0, 100.0]",['せっかち'],[100.0],['ようりょくそ'],[100.0],['きあいのタスキ'],[100.0],[],[]
0192-000,9999,192,0,キマワリ,,キマワリ,"['ソーラービーム', 'ウェザーボール', 'マジカルシャイン', 'テラバースト', 'だいちのちから', 'ヘドロばくだん', 'ギガドレイン', 'はなびらのまい', 'にほんばれ', 'はなふぶき']","[95.2, 78.6, 78.6, 65.5, 60.7, 7.1, 3.6, 3.6, 3.6, 1.2]","['れいせい', 'おくびょう', 'ひかえめ', 'せっかち']","[56.3, 29.2, 8.3, 6.3]","['サンパワー', 'ようりょくそ']","[64.6, 35.4]","['いのちのたま', 'ものしりメガネ', 'こだわりメガネ']","[64.6, 29.2, 6.3]","['ほのお', 'ステラ', 'いわ', 'くさ', 'こおり']","[31.8, 22.7, 18.2, 13.6, 13.6]"
0193-000,9999,193,0,ヤンヤンマ,,ヤンヤンマ,"['さいみんじゅつ', 'とんぼがえり', 'みがわり', 'ふきとばし', 'むしのさざめき', 'げんしのちから', 'まもる', 'いやなおと', 'おいかぜ']","[100.0, 94.7, 73.7, 73.7, 21.1, 21.1, 5.3, 5.3, 5.3]","['ひかえめ', 'ようき', 'おくびょう']","[50.0, 37.5, 12.5]",['ふくがん'],[100.0],"['しんかのきせき', 'こうかくレンズ', 'きあいのタスキ']","[50.0, 37.5, 12.5]",[],[]
0194-000,9999,194,0,ウパー,,ウパー,"['どくどく', 'じこさいせい', 'たくわえる', 'うずしお', 'じしん', 'まもる', 'ステルスロック', 'あくび', 'のろい']","[100.0, 76.0, 44.0, 44.0, 32.0, 32.0, 24.0, 24.0, 24.0]","['のんき', 'おだやか']","[50.0, 50.0]","['ちょすい', 'てんねん']","[75.0, 25.0]",['しんかのきせき'],[100.0],"['どく', 'ゴースト']","[50.0, 50.0]"
0195-000,9999,195,0,ヌオー,,ヌオー,"['じこさいせい', 'じしん', 'どくどく', 'ステルスロック', 'あくび', 'まもる', 'アクアブレイク', 'ドわすれ', 'うずしお', 'のろい']","[81.6, 61.6, 50.8, 33.9, 31.9, 18.2, 15.3, 15.1, 14.8, 14.4]","['わんぱく', 'ずぶとい', 'のんき', 'ゆうかん', 'しんちょう', 'いじっぱり', 'なまいき', 'きまぐれ', 'ようき', 'ひかえめ']","[53.2, 15.2, 9.6, 5.8, 5.4, 4.1, 1.9, 1.6, 1.5, 0.8]","['てんねん', 'ちょすい', 'しめりけ']","[80.8, 18.1, 1.1]","['ゴツゴツメット', 'たべのこし', 'オボンのみ', 'メンタルハーブ', 'おんみつマント', 'こだわりハチマキ', 'ぼうじんゴーグル', 'ひかりのこな', 'タラプのみ', 'とつげきチョッキ']","[39.1, 26.8, 13.3, 7.1, 5.9, 2.6, 1.7, 0.9, 0.8, 0.8]","['どく', 'ほのお', 'フェアリー', 'ゴースト', 'はがね', 'むし', 'くさ', 'ドラゴン', 'じめん', 'みず']","[29.4, 21.6, 13.7, 12.4, 10.5, 3.9, 2.6, 2.0, 1.3, 1.3]"
0198-000,9999,198,0,ヤミカラス,,ヤミカラス,"['でんじは', 'ちょうはつ', 'ほろびのうた', 'イカサマ', 'くろいまなざし', 'おいかぜ', 'あくのはどう', 'とんぼがえり', 'エアスラッシュ', 'わるだくみ']","[51.7, 40.5, 38.9, 28.8, 25.9, 24.5, 24.0, 24.0, 23.8, 23.1]","['おくびょう', 'ずぶとい', 'わんぱく', 'のんき', 'ようき', 'しんちょう', 'おだやか', 'おとなしい', 'せっかち', 'ひかえめ']","[56.3, 10.0, 9.2, 8.3, 5.4, 4.6, 4.2, 0.8, 0.8, 0.4]",['いたずらごころ'],[100.0],"['きあいのタスキ', 'しんかのきせき', 'しめったいわ', 'ゴツゴツメット', 'オボンのみ', 'たべのこし']","[49.6, 25.4, 17.5, 4.6, 2.1, 0.8]","['あく', 'はがね']","[71.4, 28.6]"
0199-000,9999,199,0,ヤドキング,,ヤドキング,"['さむいギャグ', 'サイコノイズ', 'だいもんじ', 'ねっとう', 'れいとうビーム', 'くさむすび', 'あくび', 'トリックルーム', 'きあいだま', 'なみのり']","[44.0, 37.1, 36.2, 30.5, 30.1, 29.1, 22.4, 21.5, 18.4, 16.3]","['ひかえめ', 'れいせい', 'ずぶとい', 'のんき', 'おだやか', 'なまいき', 'うっかりや', 'しんちょう', 'わんぱく', 'やんちゃ']","[31.2, 17.3, 13.4, 12.2, 12.0, 6.6, 6.0, 0.9, 0.2, 0.1]","['さいせいりょく', 'どんかん', 'マイペース']","[89.9, 9.1, 1.0]","['とつげきチョッキ', 'たべのこし', 'オボンのみ', 'こうかくレンズ', 'つめたいいわ', 'ゴツゴツメット', 'ひかりのねんど', 'こうこうのしっぽ', 'フォーカスレンズ', 'おんみつマント']","[30.4, 13.6, 9.3, 8.5, 7.3, 6.9, 4.0, 3.5, 2.9, 2.8]","['くさ', 'ほのお', 'みず', 'ノーマル', 'フェアリー', 'エスパー', 'はがね', 'どく', 'あく', 'でんき']","[51.9, 24.3, 6.6, 5.4, 2.8, 2.4, 1.4, 1.4, 0.7, 0.7]"
0200-000,9999,200,0,ムウマ,,ムウマ,"['いたみわけ', 'ほろびのうた', 'くろいまなざし', 'みちづれ', 'おにび', 'のろい', 'シャドーボール', 'でんじは', 'たたりめ', 'まもる']","[56.0, 52.5, 44.9, 24.3, 22.0, 20.9, 20.8, 18.8, 18.0, 15.7]","['ずぶとい', 'おだやか', 'おくびょう', 'しんちょう', 'わんぱく', 'のんき', 'ようき', 'ひかえめ', 'なまいき']","[39.1, 34.0, 15.0, 5.6, 2.3, 1.8, 1.3, 0.8, 0.3]",['ふゆう'],[100.0],"['しんかのきせき', 'カムラのみ', 'こだわりメガネ', 'こだわりスカーフ', 'のろいのおふだ', 'イバンのみ']","[84.3, 8.9, 2.5, 2.0, 1.3, 1.0]","['はがね', 'ゴースト', 'あく', 'フェアリー', 'かくとう', 'でんき']","[71.4, 7.8, 6.5, 6.5, 5.2, 2.6]"
0203-000,9999,203,0,キリンリキ,,キリンリキ,"['めいそう', 'ねむる', 'アシストパワー', 'けたぐり', 'サイコファング', '１０まんばりき', 'トリック', 'すてみタックル', 'バトンタッチ', 'ツインビーム']","[75.2, 72.9, 71.4, 63.9, 22.6, 22.6, 22.6, 22.6, 5.3, 3.8]","['ずぶとい', 'いじっぱり', 'おだやか']","[73.6, 24.8, 1.7]","['はやおき', 'せいしんりょく', 'そうしょく']","[73.6, 24.8, 1.7]","['しんかのきせき', 'こだわりハチマキ']","[75.2, 24.8]","['エスパー', 'かくとう', 'じめん']","[54.5, 36.4, 9.1]"
0204-000,9999,204,0,クヌギダマ,,クヌギダマ,"['すなあらし', 'リフレクター', 'ステルスロック', 'どくびし', 'カウンター', 'まきびし', 'こうそくスピン', 'ころがる', 'のろい']","[92.3, 92.3, 84.6, 61.5, 38.5, 7.7, 7.7, 7.7, 7.7]",['まじめ'],[100.0],['がんじょう'],[100.0],['イバンのみ'],[100.0],[],[]
0205-000,9999,205,0,フォレトス,,フォレトス,"['ステルスロック', 'ボディプレス', 'ボルトチェンジ', 'ジャイロボール', 'どくびし', 'でんじは', 'こうそくスピン', 'てっぺき', 'だいばくはつ', 'アイススピナー']","[52.5, 46.4, 45.4, 33.7, 32.0, 26.3, 25.6, 24.9, 18.5, 14.5]","['のんき', 'わんぱく', 'ゆうかん', 'しんちょう', 'いじっぱり', 'ずぶとい', 'なまいき', 'てれや', 'おだやか', 'のうてんき']","[55.0, 13.5, 12.3, 6.1, 5.2, 3.3, 2.3, 0.6, 0.4, 0.3]","['がんじょう', 'ぼうじん']","[89.3, 10.7]","['ゴツゴツメット', 'イバンのみ', 'レッドカード', 'メンタルハーブ', 'いかさまダイス', 'くっつきバリ', 'オボンのみ', 'たべのこし', 'フィラのみ', 'こだわりハチマキ']","[39.5, 11.2, 10.8, 7.4, 7.2, 6.6, 5.6, 4.5, 2.5, 1.3]","['みず', 'かくとう', 'ドラゴン', 'いわ', 'むし', 'ノーマル', 'ゴースト', 'ほのお', 'こおり', 'じめん']","[35.5, 23.4, 11.3, 8.9, 7.3, 5.6, 2.4, 2.4, 0.8, 0.8]"
0206-000,9999,206,0,ノコッチ,,ノコッチ,"['とぐろをまく', 'バトンタッチ', 'はねやすめ', 'へびにらみ', 'ドわすれ', 'どくづき', 'ステルスロック', 'どろかけ', 'あくび', 'みがわり']","[80.2, 77.1, 60.8, 49.0, 30.0, 18.0, 16.1, 8.5, 8.1, 6.5]","['のんき', 'しんちょう', 'わんぱく', 'なまいき', 'ずぶとい', 'おだやか', 'いじっぱり', 'ようき']","[37.2, 23.6, 12.0, 9.2, 8.2, 4.5, 4.2, 1.0]","['びびり', 'てんのめぐみ', 'にげあし']","[69.8, 22.3, 7.9]",['しんかのきせき'],[100.0],"['ゴースト', 'どく', 'フェアリー', 'くさ', 'じめん']","[50.0, 36.8, 7.4, 2.9, 2.9]"
0207-000,9999,207,0,グライガー,,グライガー,"['どくどく', 'はたきおとす', 'じしん', 'ステルスロック', 'どくびし', 'カウンター', 'ちょうはつ', 'スケイルショット', 'ダブルウイング', 'とんぼがえり']","[68.8, 54.3, 50.0, 49.3, 43.5, 32.6, 29.0, 17.4, 17.4, 13.8]","['わんぱく', 'ようき', 'なまいき', 'しんちょう']","[42.9, 38.6, 17.1, 1.4]","['めんえき', 'かいりきバサミ']","[90.0, 10.0]",['しんかのきせき'],[100.0],"['ひこう', 'じめん', 'はがね']","[41.2, 35.3, 23.5]"
0210-000,9999,210,0,グランブル,,グランブル,"['じゃれつく', 'じしん', 'アンコール', 'でんじは', 'やけっぱち', 'インファイト', 'ビルドアップ', 'れいとうパンチ', 'あまえる', 'けたぐり']","[92.8, 65.3, 38.4, 35.6, 27.8, 19.4, 15.5, 12.7, 10.2, 9.0]","['わんぱく', 'いじっぱり', 'ゆうかん', 'しんちょう']","[53.0, 34.3, 10.8, 1.8]",['いかく'],[100.0],"['オボンのみ', 'とつげきチョッキ', 'たべのこし', 'ゴツゴツメット', 'カゴのみ', 'いのちのたま', 'リリバのみ', 'せんせいのツメ', 'たつじんのおび', 'こだわりハチマキ']","[31.3, 18.1, 15.7, 10.8, 8.4, 7.8, 1.8, 1.8, 1.2, 1.2]","['ほのお', 'みず', 'フェアリー', 'はがね', 'じめん', 'ノーマル', 'ひこう']","[57.7, 19.2, 7.7, 3.8, 3.8, 3.8, 3.8]"
0211-000,9999,211,0,ハリーセン,,ハリーセン,"['クイックターン', 'みちづれ', 'でんじは', 'ちょうはつ', 'ちいさくなる', 'どくどく', 'どくびし', 'たきのぼり', 'どくばりセンボン', 'アシッドボム']","[56.1, 49.0, 44.0, 41.2, 22.1, 21.7, 19.4, 17.7, 16.5, 14.2]","['わんぱく', 'ようき', 'ずぶとい', 'しんちょう', 'いじっぱり', 'おくびょう', 'てれや', 'のんき', 'まじめ', 'すなお']","[51.8, 15.3, 15.0, 10.2, 6.2, 0.3, 0.3, 0.3, 0.3, 0.3]","['いかく', 'すいすい', 'どくのトゲ']","[90.7, 8.8, 0.6]","['ゴツゴツメット', 'たべのこし', 'きあいのタスキ', 'ひかりのこな', 'とつげきチョッキ', 'くろいヘドロ', 'オボンのみ', 'しんぴのしずく', 'おうじゃのしるし', 'こだわりハチマキ']","[29.7, 18.4, 11.0, 9.6, 8.8, 7.9, 6.5, 3.1, 1.4, 1.1]","['ひこう', 'みず', 'あく', 'ゴースト', 'くさ', 'どく', 'フェアリー']","[38.9, 22.2, 16.7, 8.3, 8.3, 2.8, 2.8]"
0214-000,9999,214,0,ヘラクロス,,ヘラクロス,"['インファイト', 'じしん', 'ロックブラスト', 'くさわけ', 'からげんき', 'タネマシンガン', 'じごくづき', 'つるぎのまい', 'ミサイルばり', 'はたきおとす']","[86.3, 59.5, 41.5, 35.7, 25.5, 20.7, 17.5, 17.3, 15.3, 14.9]","['ようき', 'いじっぱり', 'わんぱく', 'てれや', 'がんばりや', 'ゆうかん', 'なまいき', 'しんちょう']","[59.6, 39.3, 0.4, 0.3, 0.2, 0.1, 0.1, 0.0]","['こんじょう', 'じしんかじょう', 'むしのしらせ']","[63.0, 35.6, 1.4]","['かえんだま', 'いかさまダイス', 'こだわりスカーフ', 'とつげきチョッキ', 'こだわりハチマキ', 'きあいのタスキ', 'カムラのみ', 'たつじんのおび', 'いのちのたま', 'せんせいのツメ']","[50.0, 30.6, 8.4, 3.7, 2.1, 1.6, 1.6, 0.5, 0.5, 0.5]","['いわ', 'ノーマル', 'こおり', 'かくとう', 'でんき', 'じめん', 'フェアリー', 'あく', 'むし', 'くさ']","[43.7, 30.8, 5.4, 4.0, 2.7, 2.7, 2.5, 2.2, 1.7, 1.5]"
0215-000,9999,215,0,ニューラ,,ニューラ,"['はたきおとす', 'こおりのつぶて', 'トリプルアクセル', 'カウンター', 'ねこだまし', 'つららおとし', 'つららばり', 'けたぐり', 'きしかいせい', 'シャドークロー']","[92.2, 79.1, 56.5, 39.1, 29.6, 24.3, 14.8, 12.2, 9.6, 8.7]","['ようき', 'いじっぱり', 'せっかち']","[86.0, 12.3, 1.8]","['せいしんりょく', 'するどいめ']","[84.2, 15.8]","['きあいのタスキ', 'いかさまダイス', 'いのちのたま', 'チイラのみ', 'しんかのきせき', 'こだわりハチマキ']","[77.2, 10.5, 5.3, 3.5, 1.8, 1.8]","['ゴースト', 'こおり', 'あく', 'かくとう']","[33.3, 33.3, 16.7, 16.7]"
0216-000,9999,216,0,ヒメグマ,,ヒメグマ,"['したでなめる', 'つぶらなひとみ', 'ほしがる', 'なげつける']","[100.0, 100.0, 100.0, 100.0]",[],[],[],[],[],[],[],[]
0217-000,9999,217,0,リングマ,,リングマ,"['じしん', 'じゃれつく', 'からげんき', 'ねむる', 'ねごと', 'ビルドアップ', 'ほのおのパンチ', 'くさわけ', 'インファイト', 'のしかかり']","[61.1, 55.1, 36.4, 25.5, 21.7, 18.4, 15.9, 15.3, 15.0, 12.9]","['いじっぱり', 'ゆうかん', 'ようき', 'しんちょう', 'すなお', 'ずぶとい', 'まじめ', 'わんぱく', 'なまいき']","[66.4, 10.7, 9.7, 6.3, 2.8, 2.8, 0.6, 0.3, 0.3]","['こんじょう', 'はやあし']","[93.4, 6.6]","['しんかのきせき', 'かえんだま', 'どくどくだま', 'こだわりハチマキ']","[83.6, 11.6, 3.5, 1.3]","['フェアリー', 'ゴースト', 'ノーマル', 'どく', 'かくとう', 'みず', 'ひこう', 'じめん', 'でんき']","[35.5, 25.0, 18.4, 6.6, 5.3, 3.9, 2.6, 1.3, 1.3]"
0218-000,9999,218,0,マグマッグ,,マグマッグ,"['ほのおのうず', 'ステルスロック', 'あくび', 'おきみやげ', 'かえんほうしゃ', 'ひのこ', 'やきつくす', 'ふんえん', 'じこさいせい', 'だいちのちから']","[52.0, 52.0, 52.0, 52.0, 48.0, 32.0, 32.0, 32.0, 16.0, 16.0]",['ずぶとい'],[100.0],['ほのおのからだ'],[100.0],['しんかのきせき'],[100.0],[],[]
0219-000,9999,219,0,マグカルゴ,,マグカルゴ,"['からをやぶる', 'かえんほうしゃ', 'パワージェム', 'じこさいせい', 'テラバースト', 'ステルスロック', 'ふんえん', 'あくび', 'クリアスモッグ', 'だいもんじ']","[45.2, 34.9, 30.5, 30.2, 27.5, 26.5, 25.8, 25.8, 20.4, 18.7]","['ずぶとい', 'おくびょう', 'ひかえめ', 'のんき', 'おだやか', 'むじゃき']","[46.8, 29.0, 19.9, 2.2, 1.6, 0.5]","['ほのおのからだ', 'くだけるよろい', 'マグマのよろい']","[60.2, 36.0, 3.8]","['ふうせん', 'ゴツゴツメット', 'きあいのタスキ', 'しろいハーブ', 'オボンのみ', 'ラムのみ', 'たべのこし', 'しめつけバンド', 'イアのみ', 'メンタルハーブ']","[23.1, 18.3, 17.7, 15.1, 9.7, 7.5, 2.7, 1.6, 1.6, 1.1]","['くさ', 'むし', 'フェアリー', 'ほのお', 'ひこう']","[76.1, 8.7, 8.7, 4.3, 2.2]"
0220-000,9999,220,0,ウリムー,,ウリムー,"['こおりのつぶて', 'じわれ', 'ねごと', 'ねむる', 'まもる', 'たいあたり', 'こらえる', 'がむしゃら', 'じたばた', 'じしん']","[100.0, 50.0, 50.0, 50.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0]",[],[],[],[],[],[],[],[]
0221-000,9999,221,0,イノムー,,イノムー,"['じしん', 'ステルスロック', 'こおりのつぶて', 'じわれ', 'ほえる', 'がんせきふうじ', 'つららばり', 'ゆきなだれ', 'のろい', 'つららおとし']","[92.9, 68.7, 61.6, 45.7, 30.6, 25.6, 22.3, 20.4, 10.4, 5.5]","['わんぱく', 'いじっぱり', 'のんき', 'ゆうかん', 'しんちょう', 'なまいき', 'おくびょう', 'ようき']","[40.9, 24.0, 18.6, 7.0, 5.0, 2.9, 0.8, 0.8]","['あついしぼう', 'どんかん', 'ゆきがくれ']","[76.0, 22.3, 1.7]",['しんかのきせき'],[100.0],"['みず', 'どく', 'ドラゴン', 'くさ', 'じめん', 'フェアリー', 'ゴースト', 'でんき', 'ほのお', 'こおり']","[38.7, 21.0, 11.3, 9.7, 4.8, 3.2, 3.2, 3.2, 1.6, 1.6]"
0225-000,9999,225,0,デリバード,,デリバード,"['みちづれ', 'カウンター', 'こうそくスピン', 'フリーズドライ', 'まきびし', 'おいかぜ', 'ねこだまし', 'あまごい', 'こごえるかぜ', 'ドリルくちばし']","[82.5, 60.3, 50.8, 45.2, 39.7, 22.2, 16.7, 15.9, 13.5, 11.9]","['ひかえめ', 'せっかち', 'ようき', 'おくびょう']","[33.8, 32.4, 17.6, 16.2]","['やるき', 'ふみん']","[85.3, 14.7]","['きあいのタスキ', 'とけないこおり', 'きあいのハチマキ']","[89.7, 8.8, 1.5]",['ゴースト'],[100.0]
0228-000,9999,228,0,デルビル,,デルビル,"['わるだくみ', 'かえんほうしゃ', 'いちゃもん', 'やきつくす', 'かみくだく', 'れんごく']","[100.0, 100.0, 71.4, 71.4, 28.6, 28.6]",[],[],[],[],[],[],[],[]
0229-000,9999,229,0,ヘルガー,,ヘルガー,"['あくのはどう', 'かえんほうしゃ', 'みちづれ', 'オーバーヒート', 'ふいうち', 'テラバースト', 'カウンター', 'ちょうはつ', 'ほうふく', 'おにび']","[62.6, 55.6, 48.7, 30.4, 27.5, 24.2, 23.7, 20.6, 18.6, 13.2]","['おくびょう', 'ひかえめ', 'せっかち', 'おっとり', 'うっかりや', 'むじゃき', 'しんちょう', 'おだやか', 'ようき', 'ずぶとい']","[30.2, 27.0, 19.3, 11.5, 2.4, 2.1, 2.1, 2.1, 1.2, 0.4]","['もらいび', 'きんちょうかん', 'はやおき']","[90.9, 5.9, 3.2]","['きあいのタスキ', 'こだわりスカーフ', 'いのちのたま', 'とつげきチョッキ', 'こだわりメガネ', 'こうかくレンズ', 'ラムのみ', 'あつぞこブーツ', 'たべのこし', 'メトロノーム']","[59.1, 8.2, 7.3, 6.2, 3.3, 2.8, 2.3, 1.9, 1.6, 1.2]","['くさ', 'ゴースト', 'ほのお', 'フェアリー', 'こおり', 'あく', 'はがね', 'ひこう', 'じめん', 'ノーマル']","[22.7, 21.5, 16.3, 14.0, 11.0, 6.4, 4.7, 1.7, 1.2, 0.6]"
0234-000,9999,234,0,オドシシ,,オドシシ,"['トリック', 'すてみタックル', 'トリックルーム', 'メガホーン', 'でんじは', 'のしかかり', 'ひかりのかべ', 'リフレクター', 'かなしばり', 'テラバースト']","[65.6, 60.7, 54.7, 44.9, 26.7, 22.5, 21.8, 21.8, 18.6, 15.8]","['しんちょう', 'ひかえめ', 'いじっぱり', 'ようき', 'おくびょう', 'おだやか']","[23.5, 23.5, 22.6, 22.6, 7.0, 0.9]","['いかく', 'おみとおし', 'そうしょく']","[53.9, 27.8, 18.3]","['しんかのきせき', 'こだわりハチマキ', 'こだわりスカーフ', 'どくどくだま']","[49.6, 22.6, 22.6, 5.2]","['フェアリー', 'ノーマル', 'ゴースト']","[50.0, 31.8, 18.2]"
0236-000,9999,236,0,バルキー,,バルキー,"['バレットパンチ', 'はやてがえし', 'とびひざげり', 'カウンター']","[100.0, 100.0, 100.0, 100.0]",[],[],[],[],[],[],[],[]
